Name;Kategorie;Zutaten;Zubereitung;Portionen;Kalorien;Eiweiß;Kohlenhydrate;Fett
Gulasch #118;Pfannengericht;Gulasch, Sahne, Milch, Petersilie, Zimt, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;633;28;83;21
Sauerbraten #119;Vegan;Sauerbraten, Mehl, Senf, Käse, Petersilie, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;572;36;53;24
Leberknödel #120;Reis;Leberknödel, Apfel, Porree, Senf, Käse, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;460;8;57;22
Frikadellen #121;Reis;Frikadellen, Tomate, Porree, Mehl, Zimt, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;331;31;22;13
Kartoffelsuppe #122;Pfannengericht;Kartoffelsuppe, Butter, Sahne, Käse, Zitrone, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;653;40;80;19
Gulasch #123;Curry;Gulasch, Karotte, Zitrone, Butter, Mehl, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;335;16;0;30
Bratkartoffeln #124;Pasta;Bratkartoffeln, Porree, Knoblauch, Milch, Tomate, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;307;43;0;34
Kartoffelsalat #125;Vegan;Kartoffelsalat, Porree, Senf, Milch, Paprika, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;430;44;34;13
Spätzle #126;Beilage;Spätzle, Ei, Tomate, Apfel, Zwiebel, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;381;6;37;23
Käsespätzle #127;Hauptgericht;Käsespätzle, Zwiebel, Gurke, Zitrone, Sellerie, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;655;6;133;11
Schweinebraten #128;Fischgericht;Schweinebraten, Paprika, Milch, Sellerie, Vanille, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;812;8;177;8
Eintopf #129;Curry;Eintopf, Sahne, Mehl, Olivenöl, Vanille, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;440;45;0;30
Gulasch #130;Fischgericht;Gulasch, Ei, Knoblauch, Zimt, Zwiebel, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;679;39;101;13
Kartoffelsuppe #131;Suppe;Kartoffelsuppe, Porree, Brühe, Zimt, Paprika, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;501;30;43;23
Kartoffelsuppe #132;Hauptgericht;Kartoffelsuppe, Knoblauch, Milch, Tomate, Zwiebel, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;641;41;96;10
Kartoffelsuppe #133;Reis;Kartoffelsuppe, Brühe, Sahne, Gurke, Senf, Milch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;394;19;43;16
Schnitzel #134;Reis;Schnitzel, Knoblauch, Sellerie, Zimt, Porree, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;427;14;25;30
Käsekuchen #135;Nachtisch;Käsekuchen, Tomate, Butter, Karotte, Milch, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;720;7;146;12
Sauerbraten #136;Fischgericht;Sauerbraten, Sellerie, Butter, Milch, Porree, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;633;20;106;14
Eintopf #137;Hauptgericht;Eintopf, Senf, Brühe, Vanille, Mehl, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;699;7;100;30
Apfelstrudel #138;Suppe;Apfelstrudel, Ei, Sellerie, Sahne, Mehl, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;467;20;33;28
Brezel #139;Pfannengericht;Brezel, Zitrone, Porree, Zwiebel, Olivenöl, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;627;19;95;19
Gulasch #140;Pasta;Gulasch, Petersilie, Zimt, Butter, Sahne, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;544;34;30;32
Leberknödel #141;Beilage;Leberknödel, Gurke, Paprika, Ei, Petersilie, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;778;17;143;15
Kartoffelpuffer #142;Vegan;Kartoffelpuffer, Paprika, Butter, Petersilie, Sahne, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;597;18;102;13
Kartoffelsalat #143;Beilage;Kartoffelsalat, Zimt, Petersilie, Senf, Sahne, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;599;11;75;28
Schweinebraten #144;Nachtisch;Schweinebraten, Vanille, Petersilie, Paprika, Karotte, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;632;37;55;29
Leberknödel #145;Nachtisch;Leberknödel, Paprika, Gurke, Sellerie, Sahne, Olivenöl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;368;11;27;24
Eintopf #146;Curry;Eintopf, Senf, Olivenöl, Zitrone, Paprika, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;706;41;122;6
Käsekuchen #147;Reis;Käsekuchen, Zitrone, Butter, Petersilie, Sellerie, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;578;29;81;15
Rinderroulade #148;Salat;Rinderroulade, Zimt, Tomate, Sahne, Gurke, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;561;20;82;17
Eintopf #149;Curry;Eintopf, Sahne, Vanille, Paprika, Gurke, Zitrone;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;781;25;154;7
Eintopf #150;Vegan;Eintopf, Porree, Sellerie, Paprika, Zwiebel, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;476;10;66;19
Käsekuchen #151;Hauptgericht;Käsekuchen, Petersilie, Brühe, Knoblauch, Sahne, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;613;10;125;8
Apfelstrudel #152;Vegetarisch;Apfelstrudel, Porree, Petersilie, Ei, Apfel, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;633;18;75;29
Rinderroulade #153;Frühstück;Rinderroulade, Zwiebel, Senf, Vanille, Petersilie, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;685;10;84;34
Spätzle #154;Reis;Spätzle, Senf, Gurke, Butter, Karotte, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;814;37;137;13
Schnitzel #155;Beilage;Schnitzel, Olivenöl, Milch, Porree, Knoblauch, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;671;39;83;20
Linsensuppe #156;Nachtisch;Linsensuppe, Vanille, Apfel, Ei, Karotte, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;461;9;86;9
Apfelstrudel #157;Pfannengericht;Apfelstrudel, Zitrone, Vanille, Apfel, Senf, Gurke;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;530;28;30;33
Kartoffelpuffer #158;Frühstück;Kartoffelpuffer, Knoblauch, Porree, Butter, Brühe, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;504;32;15;35
Brezel #159;Suppe;Brezel, Tomate, Butter, Senf, Gurke, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;300;38;0;23
Sauerbraten #160;Curry;Sauerbraten, Porree, Tomate, Vanille, Zitrone, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;358;40;0;26
Linsensuppe #161;Vegan;Linsensuppe, Milch, Porree, Vanille, Butter, Olivenöl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;452;13;79;9
Brezel #162;Beilage;Brezel, Zitrone, Milch, Butter, Porree, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;295;30;0;24
Schwarzwälder Kirschtorte #163;Hauptgericht;Schwarzwälder Kirschtorte, Tomate, Olivenöl, Zimt, Porree, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;498;7;97;9
Maultaschen #164;Pfannengericht;Maultaschen, Ei, Zitrone, Käse, Karotte, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;556;43;66;13
Sauerbraten #165;Vegan;Sauerbraten, Senf, Butter, Zitrone, Knoblauch, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;389;35;0;31
Linsensuppe #166;Vegan;Linsensuppe, Milch, Knoblauch, Ei, Butter, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;678;21;78;31
Rinderroulade #167;Beilage;Rinderroulade, Senf, Milch, Ei, Olivenöl, Butter;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;300;5;56;6
Käsekuchen #168;Reis;Käsekuchen, Brühe, Zwiebel, Sellerie, Käse, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;607;23;81;21
Gulasch #169;Curry;Gulasch, Milch, Käse, Ei, Sahne, Gurke;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;539;29;78;12
Erbsensuppe #170;Salat;Erbsensuppe, Käse, Milch, Olivenöl, Gurke, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;581;33;51;27
Gulasch #171;Nachtisch;Gulasch, Petersilie, Ei, Olivenöl, Zitrone, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;639;34;89;16
Maultaschen #172;Pfannengericht;Maultaschen, Käse, Porree, Sellerie, Brühe, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;510;26;85;7
Schwarzwälder Kirschtorte #173;Fischgericht;Schwarzwälder Kirschtorte, Tomate, Zwiebel, Zimt, Mehl, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;693;15;138;9
Erbsensuppe #174;Reis;Erbsensuppe, Apfel, Zimt, Senf, Tomate, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;773;19;163;5
Maultaschen #175;Vegan;Maultaschen, Zitrone, Sahne, Zwiebel, Ei, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;569;44;21;34
Käsespätzle #176;Salat;Käsespätzle, Gurke, Mehl, Apfel, Butter, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;478;22;68;13
Sauerkraut #177;Curry;Sauerkraut, Brühe, Paprika, Vanille, Ei, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;708;27;84;29
Rinderroulade #178;Suppe;Rinderroulade, Zitrone, Apfel, Käse, Milch, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;546;10;104;10
Leberknödel #179;Frühstück;Leberknödel, Sahne, Ei, Paprika, Apfel, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;727;24;81;34
Schnitzel #180;Frühstück;Schnitzel, Vanille, Mehl, Ei, Zwiebel, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;389;20;5;32
Brezel #181;Pfannengericht;Brezel, Porree, Apfel, Milch, Vanille, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;781;42;121;14
Brezel #182;Pfannengericht;Brezel, Butter, Knoblauch, Zimt, Käse, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;707;30;106;18
Käsespätzle #183;Fischgericht;Käsespätzle, Tomate, Brühe, Zitrone, Karotte, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;745;34;125;12
Kartoffelsalat #184;Curry;Kartoffelsalat, Butter, Porree, Zimt, Apfel, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;302;39;0;26
Käsespätzle #185;Vegan;Käsespätzle, Apfel, Porree, Mehl, Butter, Olivenöl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;287;27;22;10
Kartoffelpuffer #186;Pfannengericht;Kartoffelpuffer, Butter, Mehl, Gurke, Sellerie, Milch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;696;7;104;28
Frikadellen #187;Suppe;Frikadellen, Ei, Sahne, Butter, Apfel, Gurke;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;465;24;45;21
Kartoffelpuffer #188;Vegan;Kartoffelpuffer, Zitrone, Butter, Zwiebel, Käse, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;484;31;27;28
Bratkartoffeln #189;Curry;Bratkartoffeln, Butter, Porree, Senf, Mehl, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;611;18;98;16
Schwarzwälder Kirschtorte #190;Vegetarisch;Schwarzwälder Kirschtorte, Sellerie, Vanille, Zimt, Paprika, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;689;35;90;21
Sauerkraut #191;Salat;Sauerkraut, Zitrone, Zwiebel, Tomate, Apfel, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;814;29;149;11
Käsespätzle #192;Salat;Käsespätzle, Mehl, Zitrone, Knoblauch, Petersilie, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;765;8;145;17
Bratkartoffeln #193;Salat;Bratkartoffeln, Käse, Zitrone, Porree, Petersilie, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;736;41;71;32
Brezel #194;Fischgericht;Brezel, Knoblauch, Sahne, Gurke, Tomate, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;722;44;66;31
Spätzle #195;Suppe;Spätzle, Apfel, Ei, Mehl, Paprika, Petersilie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;771;33;148;5
Käsespätzle #196;Curry;Käsespätzle, Mehl, Paprika, Petersilie, Butter, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;331;42;0;20
Schweinebraten #197;Pasta;Schweinebraten, Butter, Gurke, Zimt, Paprika, Olivenöl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;478;39;6;33
Schweinebraten #198;Beilage;Schweinebraten, Karotte, Knoblauch, Ei, Gurke, Käse;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;524;31;34;29
Schweinebraten #199;Frühstück;Schweinebraten, Zimt, Milch, Petersilie, Karotte, Brühe;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;711;28;113;16
Bratkartoffeln #200;Hauptgericht;Bratkartoffeln, Knoblauch, Vanille, Mehl, Paprika, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;768;32;137;10
Schnitzel #201;Vegan;Schnitzel, Sellerie, Gurke, Knoblauch, Butter, Apfel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;820;33;111;27
Sauerkraut #202;Pasta;Sauerkraut, Zitrone, Porree, Knoblauch, Karotte, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;281;11;0;34
Brezel #203;Pasta;Brezel, Sellerie, Olivenöl, Zitrone, Paprika, Milch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;443;29;57;11
Gulasch #204;Curry;Gulasch, Knoblauch, Petersilie, Brühe, Ei, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;525;32;40;26
Bratkartoffeln #205;Curry;Bratkartoffeln, Butter, Ei, Gurke, Vanille, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;349;36;24;12
Schweinebraten #206;Salat;Schweinebraten, Gurke, Butter, Brühe, Senf, Sahne;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;652;27;109;12
Brezel #207;Curry;Brezel, Apfel, Sellerie, Milch, Gurke, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;720;32;94;24
Eintopf #208;Pfannengericht;Eintopf, Ei, Karotte, Sellerie, Zwiebel, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;579;29;104;5
Kartoffelsuppe #209;Pfannengericht;Kartoffelsuppe, Olivenöl, Apfel, Gurke, Senf, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;525;18;90;10
Käsekuchen #210;Beilage;Käsekuchen, Vanille, Zwiebel, Knoblauch, Paprika, Olivenöl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;298;23;0;29
Apfelstrudel #211;Fischgericht;Apfelstrudel, Vanille, Käse, Brühe, Mehl, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;613;22;113;8
Maultaschen #212;Beilage;Maultaschen, Sahne, Ei, Petersilie, Gurke, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;824;14;115;34
Frikadellen #213;Nachtisch;Frikadellen, Käse, Sellerie, Brühe, Zitrone, Mehl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;635;41;48;31
Kartoffelpuffer #214;Nachtisch;Kartoffelpuffer, Olivenöl, Brühe, Senf, Petersilie, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;675;29;112;12
Kartoffelpuffer #215;Hauptgericht;Kartoffelpuffer, Sahne, Olivenöl, Zimt, Apfel, Sellerie;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;839;27;155;12
Spätzle #216;Beilage;Spätzle, Olivenöl, Mehl, Brühe, Milch, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;368;32;0;34
Kartoffelsuppe #217;Curry;Kartoffelsuppe, Milch, Tomate, Karotte, Butter, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;286;42;0;18
Rinderroulade #218;Vegan;Rinderroulade, Brühe, Karotte, Käse, Zitrone, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;359;30;12;21
Frikadellen #219;Frühstück;Frikadellen, Mehl, Porree, Senf, Zwiebel, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;486;38;67;7
Maultaschen #220;Vegan;Maultaschen, Käse, Vanille, Sellerie, Zitrone, Gurke;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;282;19;29;10
Spätzle #221;Curry;Spätzle, Apfel, Gurke, Knoblauch, Sellerie, Karotte;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;405;34;35;14
Bratkartoffeln #222;Vegetarisch;Bratkartoffeln, Käse, Brühe, Butter, Sahne, Porree;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;745;31;92;28
Schwarzwälder Kirschtorte #223;Vegetarisch;Schwarzwälder Kirschtorte, Senf, Ei, Milch, Mehl, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;740;11;108;29
Schwarzwälder Kirschtorte #224;Reis;Schwarzwälder Kirschtorte, Knoblauch, Zwiebel, Butter, Porree, Milch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;753;13;112;28
Käsekuchen #225;Curry;Käsekuchen, Senf, Brühe, Mehl, Gurke, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;375;9;6;35
Sauerbraten #226;Fischgericht;Sauerbraten, Olivenöl, Brühe, Sahne, Zwiebel, Zimt;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;641;39;47;33
Kartoffelsuppe #227;Vegetarisch;Kartoffelsuppe, Karotte, Vanille, Butter, Gurke, Zwiebel;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;722;25;79;34
Schweinebraten #228;Hauptgericht;Schweinebraten, Tomate, Olivenöl, Zimt, Gurke, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;439;15;25;31
Spätzle #229;Vegetarisch;Spätzle, Tomate, Paprika, Mehl, Butter, Knoblauch;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;456;16;77;9
Erbsensuppe #230;Nachtisch;Erbsensuppe, Paprika, Sahne, Apfel, Käse, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;536;18;66;22
Brezel #231;Frühstück;Brezel, Paprika, Käse, Zimt, Gurke, Senf;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;441;37;26;21
Käsespätzle #232;Suppe;Käsespätzle, Tomate, Sellerie, Vanille, Milch, Paprika;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;388;15;19;28
Eintopf #233;Pasta;Eintopf, Petersilie, Zwiebel, Milch, Porree, Tomate;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;631;36;85;16
Spätzle #234;Nachtisch;Spätzle, Sellerie, Porree, Butter, Zimt, Ei;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;827;30;107;31
Erbsensuppe #235;Pasta;Erbsensuppe, Senf, Sahne, Porree, Tomate, Vanille;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;773;35;84;33
Kartoffelsuppe #236;Beilage;Kartoffelsuppe, Knoblauch, Zwiebel, Brühe, Sellerie, Olivenöl;Vorbereitung: Zutaten klein schneiden. Kochen: Alles in einem Topf/Pfanne garen. Servieren: Heiß genießen.;1;845;25;157;13
